id,neighborhood,neighborhood_overview
10945774,Beacon Hill,"The Beacon Hill location is the nicest and prettiest area of the city.  It is virtually in the center of   Boston, which means that you can walk to any other part of Boston with ease.  This is the historic district and the architecture of the neighborhood consists of many Federal era and Victorian era homes.  It is a very safe location and as you walk along Charles Street (which is the main street in the Beacon Hill) you will find wonderful restaurants, food markets, coffee shops and little antique stores.   You will be two blocks from the Boston Common and the Public Garden.   16 Cedar Lane Way is a little cobblestone street, just off Mount Vernon Street, half a block from Charles Street. The small brick building was built in the early 1800's."
14074739,Beacon Hill,"Amazing historic neighborhood. Walking distance to almost all of downtown Boston. Anywhere you can't get walking you can easily take the T or bus too. Nearby attractions: Boston Common & Garden (Park), State House & Government Center, Downtown, Historical Boston, Restaurants, Shopping"
7553969,Beacon Hill,
2947662,Beacon Hill,"LOCATION LOCATION LOCATION!!! Steps outside the front door is Whole Foods supermarket, CVS, and a few restaurants and bars.   Across the street from the world famous Mass General Hospital (MGH)."
6066455,Beacon Hill,"Centrally located in Boston's historic Beacon Hill on the most popular destination in Beacon Hill (the condo is located on Charles Street), our condo sits steps away from fantastic boutiques and excellent restaurants.  Our historic Beacon Hill brownstone is located only a few blocks from the serene Boston Commons and Public Gardens, the Charles River Esplanade, MGH, and the Freedom Trail. One of Boston's oldest communities and likely Boston's best known neighborhood, Beacon Hill gets its name from a beacon that once stood atop its hill to warn locals about foreign invasion.  Approximately one square mile in size, Beacon Hill is bound by Beacon Street, Bowdoin Street, Cambridge Street and Storrow Drive.  Its architecture and layout is reflective of old colonial Boston, consisting of brick row houses with beautiful doors, decorative iron work, brick sidewalks, narrow streets, and gas lamps.  Beacon Hill is home to the Massachusetts State House.  Charles Street, the neighborhood's main th"
14035936,Beacon Hill,"This is one of the nicest neighborhoods in Boston. It is across the park from the Four Seasons, Ritz, and Millenium Towers, walking distance to North Station, all subway lines, Haymarket, Mass General Hospital, Charles Street, and the myriad shops and restaurants around Boston Common, Newbury street and Copley place. There are incredibly delicious outdoor breakfast, lunch, and dinner places on Charles Street, which is one of the oldest streets of Boston."
4995033,Beacon Hill,"Quaint and quiet with tree lined streets. Close to Charles St with its many restaurants, cafes and small boutique shops. The esplanade with its running and cycling paths are close by. Boston Common and the Public Gardens are a short walk away. The apartment is a 2 minute walk to Whole Foods and a 24 hour pharmacy. "
8471852,Beacon Hill,
8325477,Beacon Hill,
12210223,Beacon Hill,"History Beacon Hill is one of the oldest neighborhoods in Boston. There are many tourist attractions and things to do. To name a few: 1. Stop on the Freedom Trail (downloadable via iphone, walkable trail of colonial era monuments throughout boston) 2. Granary Burial Ground 3. MGH (first operative theater, separate museum on medical instruments) Restaurants (all within 5 minutes on Charles or Cambridge Street) -Fins (sushi) -Paramount (burgers) -Lala Roukh (nice meditarranean) -Fig (artisanal wood fired pizzas) -Tip Tap Room (great beers and food) We are only 2 minutes walk from the Red Line subway and less than a 20 minute walk or less from all major Boston neighborhoods (Back Bay, Downtown, Cambridge) Parks/Walking (recommend you visit all of these as they are very close to each other) -Boston Commons (5-7 min walk) -Boston Public Garden (10 min walk) -Commonwealth Avenue walkway (10 min walk) -Charles river esplanade walk and running trail (5-7 min walk) Shopping -Newbury street bout"
7918592,Beacon Hill,"Beacon Hill is known for its charm and prime access to all the transit lines of Boston. The neighborhood is lit with gas lamps and has old brick buildings and sidewalks, most of which date to the mid to late 19th century."
3377871,Beacon Hill,"Beacon Hill is a historic area of Boston with cobblestone walks, gas lanterns and European charm, a beautiful area to walk and explore."
6089196,Beacon Hill,"Grocery stores, restaurants, café houses & shops are all around the area !  Whichever side you choose to explore in the surroundings, you will find a place you had to discover. Five minutes walk and you'll be in the Boston Common, Charles Street, Downtown or Charles River Esplanade. Five more and you will reach Back Bay (for shopping!), North End (italian area), Chinatown or Haymarket..."
7837202,Beacon Hill,"Beacon Hill is one of Boston’s most historic neighborhoods. Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants. Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston."
11202183,Beacon Hill,"This neighborhood is Boston's secret getaway. Beacon Hill is very quiet and there is endless beautiful sightseeing, but is still at then cities center. We are within walking distance (15 mins) of the North End also known as ""little Italy"". There are amazing pastries, food at Fanieul Hall, and walks along the water. We are also 10 mins away from the Boston Public Garden where you can enjoy a relaxing ride on the historical swan boats. Also not far away (15 mins) is located the famous Newbury street, where you can enjoy shopping, fine dinning, and wonderful sightseeing. There is also many museums such as the Museum of Fine Arts, Museum of Contemporary Art, and the Isabella Stewart Gardener Museum. There is also a movie theater, aquarium, and even a zoo just minutes away. Last but not least, we are 10 minutes away from a lovely public farmers market open everyday of the week that has wonderful locally grown foods from Massachusetts and Vermont."
8428052,Beacon Hill,Beacon Hill is a quaint and historic neighborhood.
6763785,Beacon Hill,
14374965,Beacon Hill,
5709298,Beacon Hill,"Beacon Hill is one of the most desirable areas in Boston because of it's central location, fantastic bars and restaurants, neighborhood feel, and combination of history with modern amenities (in this apartment). "
3392423,Beacon Hill,
508017,Beacon Hill,
7092874,Beacon Hill,Accessible to everything
6400348,Beacon Hill,"River Street is a quiet tree lined street that runs parallel to Charles Street on the ""flat"" of Beacon Hill. Exceptional restaurants, shopping and culture abound. Near Mass General, TD Garden, downtown, Fanueil Hall, the Public Gardens, Back Bay, Fenway Park, Boston's colleges and Universities plus and all the best Boston has to offer."
3890373,Beacon Hill,"Historic neighborhood with great access to downtown, public transportation, shopping and food markets. I love the history, the people, the architecture and the overall European flavor of this unique  neighborhood."
10379031,Beacon Hill,"Historic, gas lantern district located literally in the center of Boston which makes the whole city very walkable. The unit is strategically located very close to a Whole Foods market. Arrange for a Beacon Hill walking tour in order to get the most out of the location!"
